StudyHours,Attendance,PreviousScore,SleepHours,Assignments,ScreenTime,FinalScore
6.243561663863074,84.90808570098726,50.18231108612408,6.59540892568109,55.70234102415436,8.447670298956726,68.29070376223315
14.310000289738827,76.80481831720601,69.8045521058097,6.395909388148655,54.81872794431999,7.8807501518924585,74.09768678514439
11.247915185359671,65.47638081431639,88.01202097320245,4.1282103290321785,94.3752748312622,6.1617605631001595,85.72161367130917
9.381218778758512,90.68975098534743,80.27236875252586,5.7062391381307815,54.972771990970365,9.604424292507398,71.20018662481931
3.1842609661941115,84.23655862769397,84.36086313237973,5.900978093929285,56.316983567717855,2.804270639755625,81.88282833567922
3.183923284706837,58.130846967244565,76.23308516908946,5.994113904484502,85.56389574507782,1.9833778927865926,74.1933283100609
1.8131705703547925,95.54635922469213,78.07521104848189,6.900861846136662,66.9843905470324,8.6856577025988,76.5012463651187
13.126466040849092,91.12686214615846,86.70576083609257,6.668012733634392,86.60263341731087,4.952348349703735,89.40856945329315
9.415610164404923,97.4899956645962,53.73174048725522,7.039525463967223,43.92196945386311,8.622719687863544,59.328029680855565
10.913016089144637,86.28597541941801,66.91837300037272,7.824416307710641,69.25427162040306,9.037811846758734,76.65593251472826
1.2881829201412343,80.6707597967895,52.16651930007812,8.064928693580468,42.016816010996955,1.562118342571643,56.080167205601114
14.57873793026792,70.91215181453094,94.32174043981558,7.590615381132472,43.75919220732127,8.951182866874547,70.93750334409748
12.654196971205904,96.63642416770065,91.92326368276373,8.777618479774674,94.38624720066466,5.0348714983248,87.53152304375196
3.972747549495866,93.30319447502042,42.16847462526783,4.091162913381808,48.354722267055706,5.59389240103809,65.6537868418473
3.5455495408994087,52.26093350530947,78.80663448836287,4.978889928417731,71.94524093651303,6.639332599838892,65.7710677985851
3.5676631379480734,51.3183487248626,90.88865745786163,4.0378143748907105,64.66573615604239,9.33744346057078,77.0849942702929
5.259391401433528,68.82316834390248,49.931643982003344,7.2373735707730145,60.84059957553056,1.1720448498678762,59.458941257841445
8.346590042851329,90.52766653909165,71.23698768039462,8.490152744749935,93.99000074123634,5.291591214860354,75.72436592856882
7.047230260989621,99.36380646574722,90.3518563673423,5.217411482881497,41.30940380652937,7.189498381875046,75.14995623937088
5.077207962772587,57.52084455517641,41.867028822218934,8.635172723981533,79.82738117053535,7.5043626192840565,63.89646781468569
9.565940526113312,79.70653576760675,78.3581146985762,4.301336951447804,97.80366605281303,7.232791883833972,82.29315803303831
2.9529140491285855,69.04454283155107,56.35419540549029,8.67218013402757,73.61009100771051,2.2099161646730967,63.89510282696445
5.090025079493055,98.49571989073016,90.84179074570918,5.7581134361981725,96.20934772198551,3.694560295345131,92.61696235857991
6.129065806111684,92.10594615678544,93.40820348409522,4.5071041422460825,43.13547275716142,4.228439728753122,81.93285654355464
7.384979779038503,91.91643523555689,91.93465690123887,6.429358795931629,65.12759914444968,8.239934869115544,88.5615349501451
11.99246345950219,73.43465798974852,66.08178191616051,5.28388283860254,55.60946745772307,3.508838851730977,75.55126186475906
3.7954329502170365,70.74097511688326,87.41234580441224,5.424364509809614,83.84925789884379,2.8963446748048285,78.66259895622133
8.199282137790561,63.670353596535314,86.45021691942887,5.536449824631433,98.8778254298348,9.617032171342865,75.46696089058341
9.293803964068594,52.81877483254635,57.55052602837906,8.015129489163318,55.39180374665487,1.07976956602122,58.8246912997183
1.6503057780799681,93.23611881275266,85.59035107828726,6.695806383376272,79.25047608844446,9.980387701137804,83.69485728188509
9.505627926620138,90.64505045650388,42.03541990935209,5.556538495780018,51.88585796558441,7.091391689716561,58.41189253258641
3.3873377316220816,99.98588366430653,72.79484331651292,7.051668916554592,73.9198152742966,8.456223695042054,75.25106296822781
1.9107223017939132,99.83184185369527,52.650486050823666,7.580753371115968,67.83594920130017,3.6515745671157385,72.5560013193587
14.284397521546666,77.77158528013138,46.63117871775033,5.363120003667669,98.32031977789222,1.1288374990035397,73.40527021679009
14.518848463043831,88.44937075902553,44.232426089606506,6.067745507626757,76.51163636178799,7.64082566705377,69.81964050107084
12.317562873630456,97.23828649412141,78.29588267329768,4.609430466684738,60.97038232520913,8.507301373006083,77.12942273049859
5.26459276842719,92.48236953387058,58.69312300724364,4.905746747673401,46.845747093276,7.664285187581672,65.65371355711093
2.367409596089374,62.36740508715988,79.86217243408188,7.4055892698249135,49.07480972409607,2.285652585707547,63.644270539391805
10.579262371170197,72.52720676550467,43.59459874394183,4.907191738478135,53.519015797074104,7.7808513003127215,62.54959159980085
7.162134912354418,56.45797075757475,57.340968580683565,6.625816918335301,55.05799968041788,7.920305038968769,63.50364959967136
2.7085352878269036,97.70255136293612,69.67202108064355,7.545231308612164,91.03696347046827,6.926864641030494,73.50767750847739
7.932476741557783,80.308731722544,83.48977406614299,4.534384615473719,73.6733672969515,7.895043395160275,75.23319468990192
1.4814392956130575,61.43214027517314,57.53138766126385,6.836561098144518,71.40345468246198,8.613292957099588,55.58546573112876
13.73048562910295,83.58503422029284,74.4240257040355,5.282813918506819,46.88613231215305,6.522437028137126,70.42651632606324
4.622919742400237,80.90641202289478,88.72877615299029,8.8146343761879,91.6083816009661,1.7974424257271115,85.80262748720651
10.275311980955747,67.90813590164203,73.87247535002675,6.4177282335996235,83.36885819250902,5.388650287004898,69.72307709829265
5.363955065251753,55.67787960998145,52.812771111449855,8.029962748875791,44.0601017140001,1.6988440120444457,51.78356989967524
8.280952296489351,83.57865977963998,41.34204298560959,6.751132710781309,82.47010583378612,4.667887279291877,62.97756838979784
8.653943910805914,76.01538504518966,87.85543806455115,4.217062664274096,72.61229304055877,4.663958402130649,81.26364699562569
3.5879623773573783,88.61591958678196,41.169817596771296,7.165756877970112,44.9035207448067,1.5940885972621741,60.01644640430745
14.57418478870382,76.00817505559966,88.10859199763097,8.757016711033284,67.49803849171938,4.139384805725314,79.01474854594866
11.851859527055604,92.609075015927,69.09154237149666,7.008059100731656,69.08177722780282,1.9989828891218335,79.82633846982903
14.152985181898648,77.59534193872427,91.64872341820929,8.09594429713395,49.94647240979654,8.274116890083,76.61884531115209
13.527582905987083,78.04689857676931,83.9330779675516,8.42103231674204,96.74188882001694,9.529192233680236,84.66904674579247
9.370599703355191,93.83268013291726,94.88637607933356,5.140398859744662,90.99852228883972,1.6508482773214475,100.0
13.906239290323636,70.17414331061985,59.28914984984406,5.060224199541134,80.1413402397465,9.596036865625313,76.2020334162754
2.2388950287268727,56.70076142253204,82.19535589121199,7.054904944254959,67.73773366003644,5.703189394030707,64.56582917178562
3.7437600738680326,51.43913381566695,62.106200248508316,6.055142349033524,64.70593249507051,3.696091101584865,64.85332922991365
1.633182044747533,87.75686278368096,66.39315911671498,8.199306514333601,79.05840802905725,1.6917586774854716,79.3428678378545
5.554624630685701,81.01547756767323,74.51280047701036,8.500115616990055,72.72591216441432,5.50561841263376,71.2839463238497
6.441482055652748,85.20398840496118,88.05224128024864,5.7671068965135905,43.73638635291314,8.150639900416738,79.01304057042033
4.798886444834543,60.64820807544554,94.12459080596123,5.18435279487241,70.75015892621991,7.363778295400284,83.1479640391916
12.60232512812701,56.818573779338486,82.25503776254851,7.9026275762193094,88.38421703397037,1.4520341031757638,74.22191110940362
5.99454657371025,50.7272332833941,62.977173019203356,5.37403017774068,67.55439265581748,1.6561165183111317,59.13844414456989
4.933083135623331,67.52937794032985,63.174635125238865,8.113071592568392,43.117394653256106,4.625859543693734,66.26292448330068
8.597745164215478,79.49588434273166,80.56702658738902,6.118691268243814,87.17669196304199,3.6576144464314897,83.37109360614178
2.972939149646677,69.61220225498661,53.13274301725663,7.337749496457352,52.08182692815846,3.0914589075044305,62.53650574847122
12.230757730556554,71.87374610118646,46.0760762222267,4.477676569173341,55.51725009328233,3.5290404901784225,62.75160243679841
2.0437090115167917,95.20793472468742,59.50421867024271,7.119296623382866,49.882381205937754,8.23134468967196,69.21450823341935
14.816417112407242,67.41277335116501,55.7981445409745,6.258838393686146,59.81290389228985,9.363052482686685,58.82904038333916
11.811426770153204,75.69947445799053,56.29694662507946,6.933042315877371,85.4050903413181,4.645924250748098,77.12387013895736
3.7820195414784137,89.18265063705715,52.848426307745044,4.840071038724317,71.16315157023624,9.154999019192473,73.01354351078476
1.0773096397304336,69.8271391160635,42.3151254299999,7.68436872472091,52.29287644904275,3.8934613112309377,54.476553031292184
12.416459998367678,81.10433501139367,40.98306641033776,8.313985387716142,92.66980468912246,5.287932877094125,69.9593041267293
10.89600281386664,93.11818543733726,94.32473143548174,5.083699000453878,92.77491129709175,3.0342609803439977,86.37190427160442
